Date,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0,10.5,11.0,11.5,12.0,12.5,13.0,13.5,14.0,14.5,15.0,15.5,16.0,16.5,17.0,17.5,18.0,18.5,19.0,19.5,20.0,20.5,21.0,21.5,22.0,22.5,23.0,23.5,24.0,24.5,25.0,25.5,26.0,26.5,27.0,27.5,28.0,28.5,29.0,29.5,30.0,30.5,31.0,31.5,32.0,32.5,33.0,33.5,34.0,34.5,35.0,35.5,36.0,36.5,37.0,37.5,38.0,38.5,39.0,39.5,40.0
04/01/2016,,0.343416922,0.469761667,0.611093355,0.750127434,0.879897427,0.998858243,1.107422385,1.206596285,1.297485430,1.381166540,1.458632093,1.530744535,1.598218272,1.661649369,1.721550160,1.778371831,1.832517141,1.884346048,1.934176588,1.982287002,2.028898878,2.074183116,2.118270461,2.161256979,2.203192650,2.244078038,2.283878951,2.322537119,2.359974479,2.396097335,2.430806026,2.464001149,2.495584743,2.525466639,2.553568144,2.579820766,2.604164940,2.626551407,2.646945469,2.665326550,2.681687415,2.696034573,2.708387172,2.718775601,2.727240265,2.733830681,2.738605737,2.741633324,2.742988796,2.742753975,2.741015760,2.737865066,2.733396417,2.727707529,2.720898282,2.713069956,2.704324846,2.694765833,2.684495620,2.673615838,2.662227013,2.650428366,2.638315683,2.625979860,2.613507169,2.600979604,2.588475191,2.576068096,2.563827414,2.551816387,2.540092732,2.528709017,2.517712979,2.507147266,2.497048989,2.487449988,2.478377161,2.469852783,2.461894793
05/01/2016,,0.326072323,0.452016395,0.593338949,0.732392460,0.862314324,0.981656824,1.090865909,1.190933917,1.282928170,1.367868402,1.446680441,1.520156483,1.588948113,1.653600499,1.714588650,1.772338512,1.827239383,1.879647325,1.929884778,1.978241052,2.024952585,2.070207806,2.114157111,2.156917771,2.198561425,2.239110100,2.278549465,2.316838731,2.353915269,2.389698956,2.424100984,2.457029597,2.488391725,2.518099941,2.546076526,2.572252440,2.596566249,2.618965772,2.639412620,2.657881869,2.674361528,2.688853326,2.701371689,2.711942329,2.720601019,2.727392724,2.732372118,2.735603359,2.737158458,2.737116249,2.735561058,2.732581687,2.728270969,2.722725313,2.716043692,2.708326880,2.699677020,2.690197143,2.679990351,2.669158872,2.657804008,2.646025908,2.633921357,2.621582288,2.609096039,2.596545702,2.584010428,2.571565523,2.559281177,2.547221654,2.535445617,2.524006523,2.512952931,2.502328235,2.492170217,2.482511311,2.473378940,2.464795839,2.456780344
06/01/2016,,0.293394787,0.401197400,0.534982490,0.670283737,0.797753302,0.915034321,1.022254147,1.120310097,1.210265873,1.293174963,1.370014151,1.441628691,1.508718445,1.571866883,1.631576918,1.688293040,1.742413299,1.794294040,1.844250415,1.892558386,1.939437057,1.985054679,2.029539217,2.072983645,2.115433666,2.156884389,2.197295833,2.236603996,2.274725140,2.311560024,2.347003960,2.380953124,2.413305639,2.443967638,2.472856646,2.499900290,2.525035043,2.548207518,2.569378422,2.588522072,2.605625875,2.620691151,2.633732089,2.644774323,2.653853681,2.661015329,2.666314423,2.669815949,2.671593109,2.671726255,2.670301551,2.667409939,2.663146664,2.657610794,2.650904162,2.643130576,2.634395346,2.624804769,2.614465250,2.603482309,2.591960519,2.580003268,2.567710430,2.555176827,2.542492501,2.529743068,2.517010050,2.504370955,2.491897953,2.479657027,2.467708324,2.456106558,2.444901337,2.434136891,2.423851627,2.414078405,2.404844890,2.396173883,2.388083628
07/01/2016,,0.306485886,0.411969606,0.540997902,0.672405887,0.797377929,0.913423317,1.020403770,1.118952946,1.209917423,1.294178293,1.372576419,1.445848360,1.514613030,1.579397864,1.640670048,1.698853470,1.754337020,1.807476037,1.858590450,1.907964827,1.955828006,2.002358508,2.047694991,2.091941271,2.135152973,2.177333807,2.218450960,2.258446135,2.297240061,2.334736912,2.370834350,2.405429801,2.438421744,2.469716195,2.499230315,2.526891156,2.552634431,2.576405894,2.598165351,2.617886178,2.635554853,2.651171847,2.664750576,2.676315969,2.685903216,2.693556918,2.699331857,2.703292875,2.705513198,2.706073347,2.705059739,2.702563634,2.698680651,2.693510272,2.687154738,2.679718225,2.671306366,2.662025717,2.651982891,2.641283580,2.630032506,2.618333172,2.606285534,2.593984481,2.581520107,2.568978072,2.556439929,2.543983205,2.531680053,2.519596409,2.507792349,2.496322487,2.485236311,2.474577937,2.464385708,2.454692470,2.445525927,2.436908966,2.428859957
08/01/2016,,0.305554060,0.398851218,0.518128198,0.642685545,0.763028225,0.876001138,0.980995615,1.078317900,1.168596885,1.252559715,1.330939978,1.404398877,1.473503700,1.538745487,1.600566212,1.659372083,1.715538760,1.769411081,1.821300206,1.871482543,1.920179259,1.967561896,2.013762680,2.058879243,2.102960838,2.146004984,2.187973267,2.228802378,2.268408508,2.306691822,2.343546926,2.378869168,2.412555818,2.444512431,2.474656186,2.502914551,2.529224000,2.553531297,2.575797180,2.595995779,2.614114188,2.630153317,2.644126834,2.656059752,2.665987195,2.673953585,2.680013502,2.684231585,2.686680913,2.687441940,2.686601167,2.684250145,2.680484979,2.675405823,2.669115807,2.661720265,2.653326218,2.644041828,2.633975470,2.623234730,2.611926352,2.600155941,2.588025490,2.575631825,2.563066889,2.550418113,2.537768743,2.525197906,2.512779159,2.500579628,2.488660374,2.477076816,2.465879069,2.455111711,2.444813422,2.435017274,2.425751094,2.417037793,2.408895674
11/01/2016,,0.306097198,0.393670019,0.512112077,0.637466561,0.759090811,0.873407761,0.979646670,1.078058858,1.169265396,1.254002952,1.333022485,1.407006091,1.476543566,1.542147900,1.604281733,1.663369965,1.719803852,1.773940650,1.826100160,1.876563529,1.925554084,1.973243723,2.019763609,2.065209185,2.109627006,2.153011922,2.195323029,2.236494683,2.276440875,2.315059712,2.352243989,2.387887466,2.421886045,2.454144209,2.484578337,2.513115328,2.539691294,2.564252861,2.586760861,2.607189716,2.625526988,2.641774180,2.655945658,2.668067220,2.678174857,2.686313933,2.692540044,2.696918882,2.699524588,2.700438671,2.699748638,2.697546974,2.693930652,2.689000624,2.682860717,2.675616842,2.667376473,2.658248090,2.648340248,2.637760573,2.626615718,2.615011079,2.603048326,2.590823881,2.578429220,2.565951235,2.553472577,2.541071716,2.528821505,2.516788328,2.505032483,2.493608596,2.482565969,2.471948374,2.461793736,2.452134430,2.442997633,2.434405657,2.426376252
12/01/2016,,0.308804559,0.389030859,0.503002890,0.625119419,0.744357405,0.857000006,0.962152131,1.059949456,1.150912284,1.235690956,1.314966044,1.389362183,1.459420650,1.525612222,1.588363791,1.648070585,1.705100674,1.759794053,1.812459533,1.863372221,1.912752271,1.960770531,2.007558791,2.053214296,2.097785573,2.141269294,2.183626526,2.224793844,2.264687662,2.303208727,2.340252822,2.375717041,2.409500895,2.441512544,2.471671928,2.499909399,2.526164423,2.550386847,2.572540445,2.592602283,2.610562262,2.626423852,2.640203013,2.651926816,2.661632233,2.669365345,2.675182158,2.679148447,2.681338156,2.681832361,2.680717989,2.678086862,2.674035221,2.668663230,2.662073976,2.654372739,2.645666508,2.636063457,2.625672016,2.614599887,2.602953985,2.590840139,2.578360635,2.565612723,2.552688904,2.539677279,2.526661879,2.513722711,2.500934323,2.488364976,2.476077007,2.464127242,2.452567316,2.441443342,2.430795461,2.420658122,2.411060454,2.402026602,2.393576035
13/01/2016,,0.313018551,0.383512426,0.491896610,0.610794330,0.728208205,0.839894362,0.944660461,1.042468811,1.133729950,1.219014342,1.298942386,1.374092637,1.444968844,1.512009816,1.575615222,1.636157148,1.693984584,1.749422069,1.802766749,1.854285421,1.904193091,1.952658123,1.999811941,2.045753095,2.090532956,2.134152532,2.176578090,2.217751817,2.257596061,2.296017743,2.332918679,2.368201593,2.401771269,2.433540799,2.463434691,2.491387541,2.517342779,2.541254000,2.563088522,2.582826769,2.600461812,2.616000064,2.629460217,2.640871876,2.650274374,2.657715998,2.663254750,2.666958139,2.668901570,2.669167323,2.667843256,2.665021856,2.660799781,2.655277390,2.648557735,2.640745853,2.631948279,2.622272537,2.611826233,2.600716089,2.589047914,2.576926301,2.564452233,2.551721641,2.538825693,2.525851150,2.512880691,2.499992965,2.487261207,2.474752443,2.462527863,2.450643218,2.439149141,2.428090836,2.417507647,2.407433346,2.397896493,2.388920765,2.380525261
14/01/2016,,0.331294283,0.384357464,0.484362030,0.598929706,0.714018571,0.824473335,0.928634454,1.026207684,1.117457840,1.202870724,1.283018260,1.358451647,1.429658161,1.497066517,1.561069901,1.622036034,1.680310653,1.736215582,1.790045449,1.842064331,1.892484094,1.941469668,1.989148812,2.035616118,2.080918419,2.125051734,2.167977449,2.209633198,2.249937056,2.288791981,2.326096474,2.361750675,2.395657442,2.427728581,2.457887860,2.486069602,2.512217382,2.536285397,2.558242117,2.578069608,2.595763001,2.611331076,2.624795140,2.636187636,2.645550936,2.652936524,2.658405602,2.662028772,2.663884418,2.664057683,2.662639091,2.659723559,2.655409961,2.649800660,2.643000451,2.635115817,2.626254466,2.616524818,2.606035116,2.594892490,2.583202944,2.571071074,2.558597728,2.545878622,2.533004642,2.520062206,2.507133587,2.494296979,2.481625144,2.469184661,2.457036295,2.445235396,2.433832215,2.422871581,2.412392461,2.402428253,2.393007142,2.384152430,2.375882841
